ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 5 default
55249,variation,10778--01--OS,,כיסוי ראש פרינט - שחור,1,0,visible,,,,,taxable,parent,0,,,0,0,0.150,,,,0,,,30,,,,https://cstyle.co.il/wp-content/uploads/2024/06/ya-289-scaled.jpg,,,id:69454,,,,,,,,Color,שחור,,0,,,,,,,,,,,,,,,,,,,,,
55250,variation,10778--56--OS,,כיסוי ראש פרינט - אבן,1,0,visible,,,,,taxable,parent,0,,,0,0,0.150,,,,0,,,30,,,,https://cstyle.co.il/wp-content/uploads/2024/06/ya-310-scaled.jpg,,,id:69454,,,,,,,,Color,אבן,,0,,,,,,,,,,,,,,,,,,,,,
71716,variable,10799,,כיסוי ראש עם פרינט,1,0,visible,מטפחת לונג בטקסטורת פליסה.,מטפחת לונג בטקסטורת פליסה.,,,taxable,,0,,,0,0,,,,,1,,,,ACCESSORIES > מטפחות,,,https://cstyle.co.il/wp-content/uploads/2025/02/ya-0170-scaled.jpg,,,,,,,,,0,,Color,"לבן, שחור",1,0,,,,,,,,,,,,,,,,,,,,,
90751,variation,10799--01--OS,,כיסוי ראש עם פרינט - שחור,1,0,visible,,,,,taxable,parent,0,,,0,0,0.150,,,,0,,25,29.9,,,,https://cstyle.co.il/wp-content/uploads/2025/02/ya-0170-scaled.jpg,,,id:71716,,,,,,,,Color,שחור,,0,,,,,,,,,,,,,,,,,,,,,
90752,variation,10799--02--OS,,כיסוי ראש עם פרינט - לבן,1,0,visible,,,,,taxable,parent,0,,,0,0,0.150,,,,0,,25,29.9,,,,https://cstyle.co.il/wp-content/uploads/2025/02/ya-0162-scaled.jpg,,,id:71716,,,,,,,,Color,לבן,,0,,,,,,,,,,,,,,,,,,,,,
62995,variable,10804,,כיסוי ראש סאטן,1,0,visible,מטפחת מרובעת מבד סאטן מט.,מטפחת מרובעת מבד סאטן מט.,,,taxable,,0,,,0,0,,,,,1,,,,ACCESSORIES > מטפחות,,,https://cstyle.co.il/wp-content/uploads/2024/11/ya-0086-scaled.jpg,,,,,,,,,0,,Color,חום,1,0,,,,,,,,,,,,,,,,,,,,,
81529,variation,10804--08--OS,,כיסוי ראש סאטן - חום,1,0,visible,,,,,taxable,parent,0,,,0,0,0.150,,,,0,,,25,,,,https://cstyle.co.il/wp-content/uploads/2024/11/ya-0083-scaled.jpg,,,id:62995,,,,,,,,Color,חום,,0,,,,,,,,,,,,,,,,,,,,,
11221,variable,10906,,חגורת אבזם,1,0,visible,,אורך החגורה: 108CM,,,taxable,,0,,,0,0,,,,,1,,,,כללי,,,https://cstyle.co.il/wp-content/uploads/2025/01/ya-0040-scaled.jpg,,,,,,,,,0,,Color,שחור,1,0,,,,,,,,,,,,,,,,,,,,,
86575,variation,10906--01--OS,,חגורת אבזם - שחור,1,0,visible,,,,,taxable,parent,0,,,0,0,0.130,,,,0,,,25,,,,https://cstyle.co.il/wp-content/uploads/2025/01/ya-1167.jpg,,,id:11221,,,,,,,,Color,שחור,,0,,,,,,,,,,,,,,,,,,,,,
78937,variable,10921,,כיסוי ראש עם טקסטורה,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,ACCESSORIES > מטפחות,,,https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-09-03-at-13.42.15.jpeg,,,,,,,,,0,,Color,שחור,1,0,,,,,,,,,,,,,,,,,,,,,
106334,variation,10921--01--OS,,כיסוי ראש עם טקסטורה - שחור,1,0,visible,,,,,taxable,parent,0,,,0,0,0.150,,,,0,,,25,,,,https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-09-03-at-13.42.15.jpeg,,,id:78937,,,,,,,,Color,שחור,,0,,,,,,,,,,,,,,,,,,,,,
41084,variable,10922,,כיסוי ראש עם פרינט,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,ACCESSORIES > מטפחות,,,"https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-09-03-at-13.53.23.jpeg, https://cstyle.co.il/wp-content/uploads/2025/07/photo_5910997373490940327_y-1.jpg",,,,,,,,,0,,Color,שחור,1,0,,,,,,,,,,,,,,,,,,,,,
106336,variation,10922--01--OS,,כיסוי ראש עם פרינט - שחור,1,0,visible,,,,,taxable,parent,0,,,0,0,0.130,,,,0,,,25,,,,https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-09-03-at-13.53.23.jpeg,,,id:41084,,,,,,,,Color,שחור,,0,,,,,,,,,,,,,,,,,,,,,
88176,variable,10926,,כיסוי ראש עם טקסטורה,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,ACCESSORIES > מטפחות,,,https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-09-03-at-13.54.06.jpeg,,,,,,,,,0,,Color,לבן,1,0,,,,,,,,,,,,,,,,,,,,,
106346,variation,10926--02--OS,,כיסוי ראש עם טקסטורה - לבן,1,0,visible,,,,,taxable,parent,0,,,0,0,0.130,,,,0,,,25,,,,https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-09-03-at-13.54.06.jpeg,,,id:88176,,,,,,,,Color,לבן,,0,,,,,,,,,,,,,,,,,,,,,
80084,variable,701460,,קפוצ'ון אוברסייז,1,0,visible,פוטר אוברסייז עם כיתוב מלפנים.,פוטר אוברסייז עם כיתוב מלפנים.,,,taxable,,0,,,0,0,,,,,1,,,,כללי,,,"https://cstyle.co.il/wp-content/uploads/2025/10/tal2310.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2312.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2325.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2308.jpg",,,,,,,,,0,,Size,"10, 12, 14, 16",1,0,,,,,,,,,,,,,,,,,,,,,
120626,variation,701460--17--10,,קפוצ'ון אוברסייז - 10,1,0,visible,,,,,taxable,parent,0,,,0,0,0.335,,,,0,,,85,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2310.jpg,,,id:80084,,,,,,,,Size,10,,0,,,,,,,,,,,,,,,,,,,,,
120627,variation,701460--17--12,,קפוצ'ון אוברסייז - 12,1,0,visible,,,,,taxable,parent,0,,,0,0,0.335,,,,0,,,85,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2310.jpg,,,id:80084,,,,,,,,Size,12,,0,,,,,,,,,,,,,,,,,,,,,
120628,variation,701460--17--14,,קפוצ'ון אוברסייז - 14,1,0,visible,,,,,taxable,parent,0,,,0,0,0.335,,,,0,,,85,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2310.jpg,,,id:80084,,,,,,,,Size,14,,0,,,,,,,,,,,,,,,,,,,,,
120629,variation,701460--17--16,,קפוצ'ון אוברסייז - 16,1,0,visible,,,,,taxable,parent,0,,,0,0,0.335,,,,0,,,85,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2310.jpg,,,id:80084,,,,,,,,Size,16,,0,,,,,,,,,,,,,,,,,,,,,
304,variable,701461,,פוטר אוברסייז,1,0,visible,"חולצת אוברסייז עם צווארון עגול, שרוולים ארוכים והדפס מלפנים.","חולצת אוברסייז עם צווארון עגול, שרוולים ארוכים והדפס מלפנים.",,,taxable,,0,,,0,0,,,,,1,,,,כללי,,,"https://cstyle.co.il/wp-content/uploads/2025/10/tal2254.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2255.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2257.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2249.jpg",,,,,,,,,0,,Size,"10, 12, 14, 16",1,0,,,,,,,,,,,,,,,,,,,,,
120631,variation,701461--02--10,,פוטר אוברסייז - 10,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,85,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2254.jpg,,,id:304,,,,,,,,Size,10,,0,,,,,,,,,,,,,,,,,,,,,
120632,variation,701461--02--12,,פוטר אוברסייז - 12,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,85,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2254.jpg,,,id:304,,,,,,,,Size,12,,0,,,,,,,,,,,,,,,,,,,,,
120633,variation,701461--02--14,,פוטר אוברסייז - 14,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,85,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2254.jpg,,,id:304,,,,,,,,Size,14,,0,,,,,,,,,,,,,,,,,,,,,
120634,variation,701461--02--16,,פוטר אוברסייז - 16,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,85,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2254.jpg,,,id:304,,,,,,,,Size,16,,0,,,,,,,,,,,,,,,,,,,,,
2577,variable,701453,,חולצה משובצת,1,0,visible,חולצה משובצת בגזרת אוברסייז עם סגירת כפתורים מלפנים.,חולצה משובצת בגזרת אוברסייז עם סגירת כפתורים מלפנים.,,,taxable,,0,,,0,0,,,,,1,,,,כללי,,,"https://cstyle.co.il/wp-content/uploads/2025/10/tal2151.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2156.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2154.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2137.jpg",,,,,,,,,0,,Size,"10, 12, 14, 16",1,0,,,,,,,,,,,,,,,,,,,,,
112832,variation,701453--IV--10,,חולצה משובצת - 10,1,0,visible,,,,,taxable,parent,0,,,0,0,0.290,,,,0,,,65,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2151.jpg,,,id:2577,,,,,,,,Size,10,,0,,,,,,,,,,,,,,,,,,,,,
112833,variation,701453--IV--12,,חולצה משובצת - 12,1,0,visible,,,,,taxable,parent,0,,,0,0,0.290,,,,0,,,65,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2151.jpg,,,id:2577,,,,,,,,Size,12,,0,,,,,,,,,,,,,,,,,,,,,
112834,variation,701453--IV--14,,חולצה משובצת - 14,1,0,visible,,,,,taxable,parent,0,,,0,0,0.290,,,,0,,,65,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2151.jpg,,,id:2577,,,,,,,,Size,14,,0,,,,,,,,,,,,,,,,,,,,,
112835,variation,701453--IV--16,,חולצה משובצת - 16,1,0,visible,,,,,taxable,parent,0,,,0,0,0.290,,,,0,,,65,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2151.jpg,,,id:2577,,,,,,,,Size,16,,0,,,,,,,,,,,,,,,,,,,,,
53411,variable,701468,,סריג עם רוכסן,1,0,visible,חולצת סריג עם צווארון דש ורבע רוכסן מלפנים,חולצת סריג עם צווארון דש ורבע רוכסן מלפנים,,,taxable,,0,,,0,0,,,,,1,,,,כללי,,,"https://cstyle.co.il/wp-content/uploads/2025/10/tal2386.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2384.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2390.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2377.jpg",,,,,,,,,0,,Size,"10, 12, 14, 16",1,0,,,,,,,,,,,,,,,,,,,,,
120641,variation,701468--KX--10,,סריג עם רוכסן - 10,1,0,visible,,,,,taxable,parent,0,,,0,0,0.350,,,,0,,,89.9,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2386.jpg,,,id:53411,,,,,,,,Size,10,,0,,,,,,,,,,,,,,,,,,,,,
120642,variation,701468--KX--12,,סריג עם רוכסן - 12,1,0,visible,,,,,taxable,parent,0,,,0,0,0.350,,,,0,,,89.9,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2386.jpg,,,id:53411,,,,,,,,Size,12,,0,,,,,,,,,,,,,,,,,,,,,
120643,variation,701468--KX--14,,סריג עם רוכסן - 14,1,0,visible,,,,,taxable,parent,0,,,0,0,0.350,,,,0,,,89.9,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2386.jpg,,,id:53411,,,,,,,,Size,14,,0,,,,,,,,,,,,,,,,,,,,,
120644,variation,701468--KX--16,,סריג עם רוכסן - 16,1,0,visible,,,,,taxable,parent,0,,,0,0,0.350,,,,0,,,89.9,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2386.jpg,,,id:53411,,,,,,,,Size,16,,0,,,,,,,,,,,,,,,,,,,,,
27584,variable,701470,,קפוצ'ון אוברסייז,1,0,visible,פוטר עם קפוצ’ון מבד כותנה עם כיתוב מלפנים.,פוטר עם קפוצ’ון מבד כותנה עם כיתוב מלפנים.,,,taxable,,0,,,0,0,,,,,1,,,,כללי,,,"https://cstyle.co.il/wp-content/uploads/2025/10/tal2364.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2366.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2367.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2361.jpg",,,,,,,,,0,,Size,"10, 12, 14, 16",1,0,,,,,,,,,,,,,,,,,,,,,
120651,variation,701470--I7--10,,קפוצ'ון אוברסייז - 10,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,85,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2364.jpg,,,id:27584,,,,,,,,Size,10,,0,,,,,,,,,,,,,,,,,,,,,
120652,variation,701470--I7--12,,קפוצ'ון אוברסייז - 12,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,85,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2364.jpg,,,id:27584,,,,,,,,Size,12,,0,,,,,,,,,,,,,,,,,,,,,
120653,variation,701470--I7--14,,קפוצ'ון אוברסייז - 14,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,85,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2364.jpg,,,id:27584,,,,,,,,Size,14,,0,,,,,,,,,,,,,,,,,,,,,
120654,variation,701470--I7--16,,קפוצ'ון אוברסייז - 16,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,85,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2364.jpg,,,id:27584,,,,,,,,Size,16,,0,,,,,,,,,,,,,,,,,,,,,
17442,variable,701473,,חולצת בייסיק,1,0,visible,"חולצת בייסיק, שרוולים ארוכים, שרוולי כפפה, כיתוב רקום מלפנים.","חולצת בייסיק, שרוולים ארוכים, שרוולי כפפה, כיתוב רקום מלפנים.",,,taxable,,0,,,0,0,,,,,1,,,,כללי,,,"https://cstyle.co.il/wp-content/uploads/2025/10/tal2168.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2160.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2162-1.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2166.jpg",,,,,,,,,0,,Size,"10, 12, 14, 16",1,0,,,,,,,,,,,,,,,,,,,,,
120661,variation,701473--02--10,,חולצת בייסיק - 10,1,0,visible,,,,,taxable,parent,0,,,0,0,0.300,,,,0,,,45,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2168.jpg,,,id:17442,,,,,,,,Size,10,,0,,,,,,,,,,,,,,,,,,,,,
120662,variation,701473--02--12,,חולצת בייסיק - 12,1,0,visible,,,,,taxable,parent,0,,,0,0,0.300,,,,0,,,45,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2168.jpg,,,id:17442,,,,,,,,Size,12,,0,,,,,,,,,,,,,,,,,,,,,
120663,variation,701473--02--14,,חולצת בייסיק - 14,1,0,visible,,,,,taxable,parent,0,,,0,0,0.300,,,,0,,,45,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2168.jpg,,,id:17442,,,,,,,,Size,14,,0,,,,,,,,,,,,,,,,,,,,,
120664,variation,701473--02--16,,חולצת בייסיק - 16,1,0,visible,,,,,taxable,parent,0,,,0,0,0.300,,,,0,,,45,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2168.jpg,,,id:17442,,,,,,,,Size,16,,0,,,,,,,,,,,,,,,,,,,,,
83640,variable,706123,,חצאית ג'ינס,1,0,visible,חצאית ג’ינס מבד ללא לייקרה בגזרה מתרחבת. ניתן להקטנה במותן,חצאית ג’ינס מבד ללא לייקרה בגזרה מתרחבת. ניתן להקטנה במותן,,,taxable,,0,,,0,0,,,,,1,,,,כללי,,,"https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-12-03-at-13.23.40-2-1.jpeg, https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-12-03-at-13.23.40-1.jpeg, https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-12-03-at-13.23.jpg",,,,,,,,,0,,Size,"10, 12, 14, 16, 8",1,0,,,,,,,,,,,,,,,,,,,,,
106958,variation,706123--28--10,,חצאית ג'ינס - 10,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,99.9,,,,https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-12-03-at-13.23.40-2-1.jpeg,,,id:83640,,,,,,,,Size,10,,0,,,,,,,,,,,,,,,,,,,,,
106959,variation,706123--28--12,,חצאית ג'ינס - 12,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,99.9,,,,https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-12-03-at-13.23.40-2-1.jpeg,,,id:83640,,,,,,,,Size,12,,0,,,,,,,,,,,,,,,,,,,,,
106960,variation,706123--28--14,,חצאית ג'ינס - 14,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,99.9,,,,https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-12-03-at-13.23.40-2-1.jpeg,,,id:83640,,,,,,,,Size,14,,0,,,,,,,,,,,,,,,,,,,,,
106961,variation,706123--28--16,,חצאית ג'ינס - 16,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,99.9,,,,https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-12-03-at-13.23.40-2-1.jpeg,,,id:83640,,,,,,,,Size,16,,0,,,,,,,,,,,,,,,,,,,,,
106962,variation,706123--28--8,,חצאית ג'ינס - 8,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,99.9,,,,https://cstyle.co.il/wp-content/uploads/2025/07/WhatsApp-Image-2025-12-03-at-13.23.40-2-1.jpeg,,,id:83640,,,,,,,,Size,8,,0,,,,,,,,,,,,,,,,,,,,,
19486,variable,706134,,חצאית פליסה,1,0,visible,חצאית מידי מבד סריג עם קפלים.,חצאית מידי מבד סריג עם קפלים.,,,taxable,,0,,,0,0,,,,,1,,,,כללי,,,"https://cstyle.co.il/wp-content/uploads/2025/10/tal2359.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2361.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2373.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal2369.jpg",,,,,,,,,0,,Size,"10, 12, 14, 16",1,0,,,,,,,,,,,,,,,,,,,,,
120666,variation,706134--02--10,,חצאית פליסה - 10,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,75,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2359.jpg,,,id:19486,,,,,,,,Size,10,,0,,,,,,,,,,,,,,,,,,,,,
120667,variation,706134--02--12,,חצאית פליסה - 12,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,75,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2359.jpg,,,id:19486,,,,,,,,Size,12,,0,,,,,,,,,,,,,,,,,,,,,
120668,variation,706134--02--14,,חצאית פליסה - 14,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,75,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2359.jpg,,,id:19486,,,,,,,,Size,14,,0,,,,,,,,,,,,,,,,,,,,,
120669,variation,706134--02--16,,חצאית פליסה - 16,1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,75,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2359.jpg,,,id:19486,,,,,,,,Size,16,,0,,,,,,,,,,,,,,,,,,,,,
15512,variable,706139,,חצאית דמוי עור,1,0,visible,חצאית מידי עם קפלים ומותן אלסטי.,חצאית מידי עם קפלים ומותן אלסטי.,,,taxable,,0,,,0,0,,,,,1,,,,GIRLS,,,"https://cstyle.co.il/wp-content/uploads/2025/10/tal2141-2.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal0040.jpg, https://cstyle.co.il/wp-content/uploads/2025/10/tal0037.jpg",,,,,,,,,0,,Color,"חום, שחור",1,0,,Size,"10, 12, 14, 16, 8",1,0,,,,,,,,,,,,,,,,
126518,variation,706139--01--8,,"חצאית דמוי עור - שחור, 8",1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,89.9,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2141-2.jpg,,,id:15512,,,,,,,,Color,שחור,,0,,Size,8,,0,,,,,,,,,,,,,,,,
120675,variation,706139--01--14,,"חצאית דמוי עור - שחור, 14",1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,89.9,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal0022-1.jpg,,,id:15512,,,,,,,,Color,שחור,,0,,Size,14,,0,,,,,,,,,,,,,,,,
120676,variation,706139--08--14,,"חצאית דמוי עור - חום, 14",1,0,visible,,,,,taxable,parent,0,,,0,0,0.400,,,,0,,,89.9,,,,https://cstyle.co.il/wp-content/uploads/2025/10/tal2136.jpg,,,id:15512,,,,,,,,Color,חום,,0,,Size,14,,0,,,,,,,,,,,,,,,,
